client_id,client_type,first_name,last_name,age,satisfaction_score,property_count,total_spent,avg_price,cluster
C0704,Individual,Nicole,Jordan,,4,3,1130778.86,376926.2866666667,1
C0705,Individual,Timothy,Murray,,3,3,1643383.67,547794.5566666666,3
C0706,Individual,Kyle,Thomas,,2,3,1034954.84,344984.94666666666,1
C0707,Individual,Zachary,Richardson,,5,4,1171255.22,292813.805,1
C0708,Individual,Brian,Cook,,2,3,1539340.8699999999,513113.6233333333,3
C0709,Individual,Samantha,Price,43.578370978781656,2,4,1233960.52,308490.13,1
C0710,Individual,Kyle,Bryant,,2,4,1158001.3599999999,289500.33999999997,1
C0711,Individual,Victoria,Hughes,,3,4,1045658.54,261414.635,1
C0712,Individual,Joseph,Scott,,1,3,701688.31,233896.10333333336,1
C0713,Individual,Debra,Thomas,,3,3,946537.74,315512.58,1
C0714,Individual,Kyle,Murray,49.41820670773443,3,3,1520218.18,506739.3933333333,3
C0715,Individual,Janice,Wilson,43.832991101984945,3,3,1151372.75,383790.9166666667,3
C0716,Individual,Jordan,Davis,,1,3,1173245.74,391081.91333333333,3
C0717,Individual,Virginia,Weaver,79.98904859685148,3,3,1000529.6699999999,333509.88999999996,1
C0718,Individual,Martha,Scott,81.65639972621491,2,3,900157.9099999999,300052.63666666666,1
C0719,Individual,Jason,Jordan,51.92607802874743,2,3,912916.77,304305.59,1
C0720,Individual,Shirley,Wilson,,1,4,844316.69,211079.1725,1
C0721,Individual,Julia,Jordan,27.247091033538673,4,4,1167212.02,291803.005,1
C0722,Individual,Carol,Sanders,82.73237508555783,1,3,936104.05,312034.68333333335,1
C0723,Individual,Ann,Hansen,,3,3,1554043.79,518014.5966666667,3
C0724,Individual,Samuel,Howard,,4,4,1564795.28,391198.82,3
C0725,Individual,Katherine,Jones,42.92402464065709,3,3,1557779.53,519259.8433333333,3
C0726,Individual,Melissa,Harris,,4,4,1055406.17,263851.5425,1
C0727,Individual,Ronald,Bell,,3,4,1924218.25,481054.5625,3
C0728,Individual,Jason,Jones,,3,3,896046.43,298682.14333333337,1
C0729,Individual,Raymond,Long,82.41752224503765,3,3,1100578.42,366859.4733333333,3
C0730,Individual,Gregory,Baker,38.072553045859,4,3,1395460.54,465153.51333333337,3
C0731,Individual,Larry,Harris,,5,4,2163873.35,540968.3375,3
C0732,Individual,Justin,Peterson,41.256673511293634,5,4,1763602.47,440900.6175,3
C0733,Individual,Susan,White,50.42026009582478,5,3,1610480.1,536826.7000000001,3
C0734,Individual,Danielle,Ward,,5,3,894573.22,298191.0733333333,1
C0735,Individual,Matthew,Long,31.81930184804928,4,3,1082670.51,360890.17,1
C0736,Individual,Jordan,Campbell,,3,3,961660.45,320553.48333333334,1
C0737,Individual,Harold,Harris,,3,3,1271295.42,423765.13999999996,3
C0738,Individual,Jose,White,,5,4,1217179.49,304294.8725,1
C0739,Individual,Albert,Turner,,2,4,1239915.48,309978.87,1
C0740,Individual,Julia,Bell,59.49075975359343,1,3,1150084.72,383361.5733333333,3
C0741,Individual,Sandra,Stone,63.81656399726215,2,3,808100.3,269366.76666666666,1
C0742,Individual,Bryan,Howard,,1,3,943082.4199999999,314360.80666666664,1
C0743,Individual,Joshua,Allen,53.73305954825462,4,3,973707.31,324569.10333333333,1
C0744,Individual,Helen,Morales,75.56741957563312,1,3,947393.7,315797.89999999997,1
C0745,Individual,Emily,Collins,,5,4,1137226.12,284306.53,1
C0746,Individual,Gary,Reyes,,4,4,1485041.45,371260.3625,3
C0747,Individual,George,Patterson,,4,3,1321142.35,440380.7833333334,3
C0748,Company,Vantage,Co,52.251882272416154,1,3,1188736.23,396245.41,2
C0749,Individual,Dorothy,Anderson,,5,3,1170883.93,390294.6433333333,3
C0750,Individual,Janice,Price,49.99041752224504,1,3,887696.78,295898.9266666667,1
C0751,Individual,Keith,Parker,,5,4,1055948.97,263987.2425,1
C0752,Individual,Lisa,Young,,3,4,836214.24,209053.56,1
C0753,Individual,Nicholas,Patterson,,5,4,1053102.32,263275.58,1
C0754,Individual,Teresa,Johnson,,3,4,1300009.56,325002.39,1
C0755,Company,Celera,Co,,5,3,1040997.25,346999.0833333333,2
C0756,Individual,Jessica,Patterson,,5,3,785768.09,261922.69666666666,1
C0757,Individual,Keith,Taylor,80.07392197125257,3,4,1392690.1199999999,348172.52999999997,3
C0758,Individual,Joe,Allen,67.81382614647502,2,4,1135189.16,283797.29,1
C0759,Individual,Samuel,Anderson,,4,3,1327801.32,442600.44,3
C0760,Individual,Amanda,Adams,,3,4,1288008.21,322002.0525,3
C0761,Individual,Joyce,Patterson,,2,4,1387948.07,346987.0175,3
C0762,Individual,Anna,Young,58.92950034223135,4,4,1456185.33,364046.3325,3
C0763,Company,Summit,Co,,3,3,1036781.97,345593.99,2
C0764,Individual,Debra,Parker,43.318275154004105,4,4,1670624.74,417656.185,3
C0765,Individual,Joe,Green,,3,4,1516418.29,379104.5725,3
C0766,Individual,Robert,Bennett,31.750855578370977,3,4,1601876.1400000001,400469.03500000003,3
C0767,Individual,David,Brown,65.33607118412047,2,4,1403932.48,350983.12,3
C0768,Individual,Matthew,Weaver,,5,3,1048127.47,349375.8233333333,3
C0769,Individual,Nicole,Long,,4,3,675607.7899999999,225202.59666666665,1
C0770,Individual,Shirley,Hall,75.31827515400411,4,3,984598.73,328199.57666666666,1
C0771,Company,Quasar,Co,41.987679671457904,1,4,1856997.08,464249.27,2
C0772,Individual,Ethan,White,,1,3,911164.52,303721.50666666665,1
C0773,Individual,Christopher,Taylor,61.48665297741273,1,4,1451465.46,362866.365,3
C0774,Individual,David,Wood,,5,3,999792.6799999999,333264.2266666666,3
C0775,Individual,Andrea,Reyes,,1,4,1043608.37,260902.0925,1
C0776,Individual,Ashley,Morales,59.983572895277206,4,3,914465.3300000001,304821.7766666667,1
C0777,Company,Meridian,Co,,1,3,1130759.4100000001,376919.8033333334,2
C0778,Individual,George,Pierce,,4,4,1646921.92,411730.48,3
C0779,Individual,Lisa,Hughes,73.16632443531827,5,3,1221957.12,407319.04000000004,3
C0780,Individual,Martha,Hansen,78.84462696783025,3,3,708761.6900000001,236253.8966666667,1
C0781,Individual,Gerald,Sanders,,5,4,1181206.69,295301.6725,1
C0782,Individual,Ethan,Williams,55.67419575633128,2,4,1166638.1600000001,291659.54000000004,1
C0783,Individual,Betty,Sanders,,1,3,1031472.36,343824.12,1
C0784,Individual,Charles,Baker,,4,3,1172514.65,390838.2166666666,3
C0785,Company,Rexon,Co,,2,4,1047112.48,261778.12,2
C0786,Individual,Sarah,Martin,,3,3,663797.37,221265.79,1
C0787,Individual,Andrew,Jackson,,1,3,1405947.6600000001,468649.22000000003,3
C0788,Individual,Matthew,Stone,,4,4,1799447.01,449861.7525,3
C0789,Individual,Madison,Price,52.16427104722793,1,3,1125271.6,375090.5333333334,3
C0790,Individual,Brandon,Cooper,,5,4,1521440.8599999999,380360.21499999997,3
C0791,Individual,Walter,Adams,43.408624229979466,4,4,1424465.81,356116.4525,1
C0792,Individual,Joseph,Richardson,,4,4,1559979.82,389994.955,3
C0793,Individual,Kevin,Brown,56.7501711156742,4,4,1245234.35,311308.5875,1
C0794,Individual,Gregory,Mitchell,75.31279945242984,4,3,1120488.77,373496.25666666665,3
C0795,Individual,Harold,Murray,,4,3,1170869.0899999999,390289.6966666666,3
C0796,Individual,Stephanie,Ward,43.15126625598905,5,3,559596.54,186532.18000000002,1
C0797,Individual,Joan,Gray,35.9917864476386,5,3,881179.3,293726.43333333335,1
C0798,Company,Novex,Co,,4,4,987267.48,246816.87,2
C0799,Individual,Pamela,Johnson,,4,4,1108935.8599999999,277233.96499999997,1
C0800,Individual,Lawrence,Smith,52.421629021218344,5,3,983573.1799999999,327857.7266666666,1
C0801,Individual,Betty,Price,57.17180013689254,4,3,1361712.2999999998,453904.0999999999,3
C0802,Individual,Matthew,Williams,55.56741957563313,5,3,1074480.81,358160.27,3
C0803,Individual,Evelyn,Moore,,4,4,1542819.53,385704.8825,3
C0804,Individual,Tyler,Cook,59.40041067761807,5,3,1223755.92,407918.63999999996,3
C0805,Individual,Albert,Cook,,1,3,940964.73,313654.91,1
C0806,Individual,Jack,Richardson,,5,4,1485168.27,371292.0675,3
C0807,Individual,Amy,Chavez,,5,4,1635419.92,408854.98,3
C0808,Individual,Gregory,Ward,,3,3,885158.15,295052.7166666667,1
C0809,Individual,Hannah,Alexander,,5,3,1386118.19,462039.39666666667,3
C0810,Individual,Ronald,Sanders,,1,3,922597.5800000001,307532.5266666667,1
C0811,Individual,Carl,Allen,,3,3,1515201.05,505067.01666666666,3
C0812,Individual,Harold,Cooper,,3,4,1443224.01,360806.0025,3
C0813,Individual,Gerald,Cook,51.64955509924709,3,4,1314024.52,328506.13,1
C0814,Individual,Joan,Stewart,,2,3,674363.74,224787.91333333333,1
C0815,Company,Horizon,Co,60.577686516084874,4,3,962374.6499999999,320791.55,2
C0816,Individual,Deborah,Wright,,2,3,1003090.8500000001,334363.6166666667,1
C0817,Individual,Grace,Thompson,54.064339493497606,1,3,1338281.0,446093.6666666667,3
C0818,Company,Sterling,Co,34.74058863791923,2,4,760443.3500000001,190110.83750000002,2
C0819,Individual,Jose,Bryant,,5,3,1239378.27,413126.09,3
C0820,Individual,Judith,Collins,,4,3,920197.78,306732.5933333333,1
C0821,Individual,Elizabeth,Moore,68.75017111567419,5,3,1371213.26,457071.08666666667,3
C0822,Individual,Jessica,Weaver,,3,3,1407630.29,469210.0966666667,3
C0823,Individual,Nancy,Hayes,,5,4,1722388.8900000001,430597.22250000003,3
C0824,Individual,Douglas,Cox,50.00958247775496,3,3,1234378.85,411459.6166666667,3
C0825,Individual,Ruth,Hughes,,4,4,1246198.0,311549.5,1
C0826,Individual,Jason,Stewart,55.73169062286105,4,4,1255265.82,313816.455,3
C0827,Individual,Ruth,Wright,,2,4,1176467.77,294116.9425,1
C0828,Individual,Elizabeth,Stewart,78.652977412731,4,4,1313574.2,328393.55,1
C0829,Individual,Jonathan,Stewart,,3,4,1296844.19,324211.0475,1
C0830,Individual,William,Martin,,3,4,1518798.69,379699.6725,3
C0831,Individual,Judith,Martin,,2,3,909532.47,303177.49,1
C0832,Individual,Dorothy,Ward,36.40246406570842,3,3,1290741.99,430247.33,3
C0833,Individual,Roger,Green,74.57905544147845,5,3,1422486.6099999999,474162.2033333333,3
C0834,Individual,Helen,Parker,,5,4,1384660.54,346165.135,1
C0835,Individual,Maria,Foster,51.997262149212865,5,4,1159317.69,289829.4225,1
C0836,Individual,Adam,Sanders,84.33127994524298,4,3,1280715.29,426905.0966666667,3
C0837,Individual,Peter,Montgomery,58.997946611909654,1,4,1415445.71,353861.4275,3
C0838,Individual,Jacob,Morris,34.16563997262149,1,3,837604.3,279201.43333333335,1
C0839,Individual,Elizabeth,Baker,,5,3,1123967.69,374655.89666666667,3
C0840,Individual,Elizabeth,Wilson,44.591375770020534,1,4,1508352.25,377088.0625,3
C0841,Individual,Timothy,Cooper,27.329226557152634,5,4,1344816.1,336204.025,3
C0842,Individual,Keith,Morales,,5,4,1082477.8199999998,270619.45499999996,1
C0843,Individual,Amanda,Hansen,25.50034223134839,4,3,1377127.37,459042.4566666667,3
C0844,Individual,Margaret,Scott,,2,4,1363201.96,340800.49,3
C0845,Individual,Ashley,Long,32.747433264887064,3,3,1355270.16,451756.72,3
C0846,Individual,Martha,Harris,,3,3,1069033.77,356344.59,3
C0847,Individual,Nicole,James,,2,4,1258765.46,314691.365,1
C0848,Individual,Aaron,Hughes,,4,4,1366788.33,341697.0825,3
C0849,Individual,Brian,Wilson,49.14989733059548,1,4,1262931.66,315732.915,1
C0850,Individual,Judy,Stone,,5,3,528432.48,176144.16,1
C0851,Individual,Kyle,White,,2,4,1482957.8800000001,370739.47000000003,3
C0852,Individual,Carl,Brown,,2,4,1368458.37,342114.5925,3
C0853,Individual,Gerald,Bryant,75.82751540041068,4,4,1293562.22,323390.555,1
C0854,Individual,David,Reyes,,4,3,1419031.6099999999,473010.5366666666,3
C0855,Individual,Amanda,Foster,53.23750855578371,4,4,1198702.15,299675.5375,1
C0856,Individual,Janice,Chavez,,5,4,1565508.99,391377.2475,3
C0857,Individual,Danielle,Ward,75.06913073237509,1,4,1431064.56,357766.14,3
C0858,Individual,Samuel,Howard,31.89869952087611,1,3,972150.6,324050.2,1
C0859,Individual,Megan,Anderson,83.50444900752909,2,4,1440623.8900000001,360155.97250000003,3
C0860,Individual,Virginia,Morales,57.90554414784394,5,4,1362579.84,340644.96,3
C0861,Individual,Christine,Peterson,31.835728952772072,2,3,1527460.57,509153.5233333334,3
C0862,Individual,Amanda,Jordan,,1,3,1354421.9100000001,451473.97000000003,3
C0863,Individual,Brandon,Peterson,,5,4,1107744.96,276936.24,1
C0864,Individual,Noah,Kim,55.912388774811774,3,3,1085548.02,361849.34,1
C0865,Individual,Rebecca,Gray,,5,4,1268059.13,317014.7825,3
C0866,Individual,Lawrence,Bryant,,3,4,1331713.08,332928.27,1
C0867,Individual,Julia,Davis,59.148528405201915,2,3,1028747.3,342915.76666666666,1
C0868,Individual,Victoria,Rogers,,3,3,987211.1699999999,329070.38999999996,1
C0869,Individual,Jose,Roberts,33.24572210814511,4,3,858807.13,286269.04333333333,1
C0870,Company,Harmon,Co,59.75906913073238,2,4,1097902.26,274475.565,2
C0871,Individual,Pamela,Pierce,,1,4,1939848.53,484962.1325,3
C0872,Individual,Sarah,Bennett,,4,4,1462320.39,365580.0975,3
C0873,Individual,Gerald,Murray,85.73579739904176,2,3,1325777.78,441925.9266666667,3
C0874,Individual,Debra,Murray,,2,4,1490289.1099999999,372572.27749999997,3
C0875,Individual,Jeffrey,Evans,53.90554414784394,4,3,1308981.48,436327.16,3
C0876,Individual,Benjamin,Chavez,,3,3,873771.52,291257.17333333334,1
C0877,Individual,Jennifer,Weaver,,2,3,1407650.4,469216.8,3
C0878,Individual,Ashley,Hansen,,4,3,970670.1499999999,323556.7166666666,1
C0879,Individual,Brandon,Adams,,4,3,1349121.32,449707.1066666667,3
C0880,Individual,Judith,Bennett,,2,4,1390002.6400000001,347500.66000000003,3
C0881,Individual,Ruth,Weaver,,1,4,1247321.2,311830.3,1
C0882,Individual,Peter,Moore,25.911019849418206,3,3,1142828.1400000001,380942.7133333334,3
C0883,Individual,Gerald,Thompson,,4,4,1979258.27,494814.5675,3
C0884,Individual,Joe,Reed,77.07871321013005,2,3,1021697.5,340565.8333333333,1
C0885,Individual,Michael,Williams,,2,3,1540844.02,513614.67333333334,3
C0886,Individual,Joseph,Brooks,,3,3,807556.47,269185.49,1
C0887,Individual,Joan,Bryant,,3,4,1247287.09,311821.7725,1
C0888,Individual,Sharon,Montgomery,,4,4,1104713.19,276178.2975,1
C0889,Individual,Scott,Campbell,,4,3,1339350.5899999999,446450.1966666666,3
C0890,Individual,Julie,Nelson,,3,4,1138394.29,284598.5725,1
C0891,Individual,Raymond,Roberts,,1,4,1340373.08,335093.27,3
C0892,Individual,Helen,Watson,68.0,2,3,984121.3999999999,328040.4666666666,1
C0893,Individual,Evelyn,Thompson,,3,4,1695839.47,423959.8675,3
C0894,Individual,Carl,Evans,,5,3,882067.47,294022.49,1
C0895,Individual,Amanda,Rogers,,4,3,1127680.6,375893.5333333334,3
C0896,Individual,Timothy,Jones,56.082135523613964,4,4,1157933.44,289483.36,1
C0897,Individual,Ann,Foster,54.836413415468854,1,3,745691.65,248563.88333333333,1
C0898,Individual,Deborah,King,,5,4,836494.02,209123.505,1
C0899,Company,Apex,Co,,2,3,1050407.63,350135.87666666665,2
C0900,Individual,Betty,Cook,,4,3,606058.22,202019.40666666665,1
C0901,Individual,Gregory,Allen,,4,3,909138.8400000001,303046.28,1
C0902,Company,Peerex,Co,62.313483915126625,3,4,1281064.76,320266.19,2
C0903,Individual,Christine,Morales,,3,3,1108147.6099999999,369382.5366666666,1
C0904,Individual,Nancy,Brooks,42.24229979466119,1,4,1050355.29,262588.8225,1
C0905,Individual,Emma,Allen,,5,3,877477.72,292492.5733333333,1
C0906,Individual,Jacqueline,Baker,,5,4,1757967.56,439491.89,3
C0907,Individual,Danielle,Scott,,3,3,1375380.46,458460.1533333333,3
C0908,Individual,Carl,Kim,,4,4,1129941.35,282485.3375,1
C0909,Individual,Brandon,Turner,58.90485968514716,1,4,1529455.73,382363.9325,3
C0910,Individual,Victoria,Jackson,,3,3,1293598.48,431199.49333333335,3
C0911,Individual,Donald,Long,,4,4,1310405.32,327601.33,3
C0912,Individual,Christina,Freeman,77.06776180698152,1,3,1322130.05,440710.01666666666,3
C0913,Individual,Nathan,Hansen,,4,4,1935637.92,483909.48,3
C0914,Individual,Helen,Freeman,77.64544832306639,4,4,1124290.78,281072.695,1
C0915,Individual,Ronald,Harris,,2,3,1309768.71,436589.57,3
C0916,Individual,Nathan,Hansen,38.31622176591376,2,4,1377591.46,344397.865,3
C0917,Individual,Kenneth,Hughes,56.84325804243669,2,3,756785.49,252261.83,1
C0918,Individual,Susan,Cook,,4,3,1461361.8699999999,487120.6233333333,3
C0919,Individual,Barbara,Foster,,5,3,1059524.55,353174.85000000003,1
C0920,Individual,Christian,Williams,52.648870636550306,4,3,878368.79,292789.5966666667,1
C0921,Individual,Christina,Reyes,27.238877481177276,4,3,802736.76,267578.92,1
C0922,Individual,Joe,Bell,,4,3,1105753.98,368584.66,1
C0923,Individual,Ruth,Richardson,,3,4,1183422.85,295855.7125,1
C0924,Individual,Emily,Wright,,4,4,1558670.83,389667.7075,3
C0925,Individual,Michael,Ward,82.0643394934976,2,3,1308035.02,436011.67333333334,3
C0926,Individual,Lauren,Harris,65.1690622861054,3,3,1078841.73,359613.91,1
C0927,Individual,Carol,Hayes,63.58384668035592,4,3,933499.38,311166.46,1
C0928,Individual,Jordan,Jordan,,1,3,758070.13,252690.04333333333,1
C0929,Individual,Jack,Hall,,4,3,1167841.72,389280.5733333333,1
C0930,Individual,Debra,Moore,,1,3,924305.53,308101.8433333333,1
C0931,Individual,Daniel,Parker,,2,3,997418.61,332472.87,1
C0932,Individual,Kathleen,Moore,,5,4,1468310.6600000001,367077.66500000004,3
C0933,Individual,Kimberly,Johnson,70.7542778918549,4,3,1077170.94,359056.98,1
C0934,Individual,Barbara,Allen,82.67488021902807,5,3,912489.5900000001,304163.1966666667,1
C0935,Individual,Katherine,Cooper,,4,3,1133032.49,377677.49666666664,3
C0936,Individual,Carolyn,Brooks,75.15400410677618,3,3,782945.97,260981.99,1
C0937,Individual,Gerald,Chavez,44.172484599589325,5,4,1370340.9100000001,342585.22750000004,3
C0938,Individual,William,Chavez,63.07734428473648,4,3,854217.7,284739.23333333334,1
C0939,Individual,Anna,Alexander,48.336755646817245,1,4,1190833.68,297708.42,1
C0940,Individual,Kyle,Bell,,5,4,1628937.85,407234.4625,3
C0941,Individual,Grace,Moore,,1,3,1028314.09,342771.36333333334,1
C0942,Individual,Joan,Jackson,,1,4,1402631.76,350657.94,1
C0943,Individual,Karen,Cox,,5,3,975048.28,325016.0933333333,1
C0944,Individual,Virginia,Hughes,,2,3,1256722.03,418907.3433333333,3
C0945,Individual,Emily,Hayes,80.75017111567419,4,3,973406.55,324468.85000000003,1
C0946,Individual,Ashley,Weaver,79.92060232717317,3,3,827605.63,275868.54333333333,1
C0947,Individual,Samantha,Cox,,2,3,1096583.29,365527.76333333337,3
C0948,Individual,Emma,Nelson,,3,4,1532000.51,383000.1275,3
C0949,Individual,Julia,Price,,5,4,1397057.95,349264.4875,3
C0950,Individual,Christina,Price,34.483230663928815,5,4,1418212.48,354553.12,3
C0951,Individual,Rachel,Chavez,,1,4,1658301.92,414575.48,3
C0952,Individual,Ann,Martin,66.7542778918549,5,4,1886501.9300000002,471625.48250000004,3
C0953,Company,Helios,Co,,5,3,639815.0,213271.66666666666,2
C0954,Individual,Michael,Evans,76.15879534565366,4,4,1493788.0,373447.0,3
C0955,Individual,Megan,Garcia,57.39630390143737,1,3,1098111.78,366037.26,1
C0956,Individual,Donald,Jackson,60.238193018480494,1,4,1647197.45,411799.3625,3
C0957,Company,Crestwood,Co,,2,4,1295242.02,323810.505,2
C0958,Individual,Betty,Rogers,34.902121834360024,1,4,936091.4500000001,234022.86250000002,1
C0959,Individual,Carl,Hayes,,3,4,1840159.66,460039.915,3
C0960,Individual,Linda,Bennett,66.17659137577002,1,4,1380084.58,345021.145,3
C0961,Individual,Brandon,Morales,51.83846680355921,2,4,1681311.67,420327.9175,3
C0962,Individual,Nicholas,Hansen,,4,4,1335726.82,333931.705,3
C0963,Individual,James,Davis,84.82135523613962,4,3,598874.99,199624.99666666667,1
C0964,Individual,Elizabeth,Hall,,4,3,1015121.6900000001,338373.89666666667,1
C0965,Individual,Lauren,Adams,,3,3,840199.6100000001,280066.5366666667,1
C0966,Company,Corvus,Co,30.650239561943874,3,4,1606785.0499999998,401696.26249999995,2
C0967,Individual,Jennifer,Moore,,2,3,705599.66,235199.8866666667,1
C0968,Individual,Julie,Hansen,,4,3,1089074.71,363024.9033333333,3
C0969,Individual,Amber,Ward,,1,3,1118760.19,372920.0633333333,3
C0970,Individual,Peter,Johnson,39.50992470910335,3,4,1596404.25,399101.0625,3
C0971,Individual,Cynthia,Mitchell,57.007529089664615,5,4,1278450.05,319612.5125,1
C0972,Individual,Sandra,Evans,,5,4,1298009.03,324502.2575,3
C0973,Individual,Charles,Stone,33.503080082135526,2,4,1595817.1600000001,398954.29000000004,3
C0974,Individual,Michael,Hansen,,1,4,1210990.11,302747.5275,1
C0975,Individual,Gregory,Reyes,79.9069130732375,4,3,941310.61,313770.2033333333,1
C0976,Individual,Ryan,Miller,,4,4,1206149.98,301537.495,1
C0977,Individual,Ryan,James,30.16016427104723,1,3,944672.95,314890.98333333334,1
C0978,Individual,Lauren,Brown,62.56536618754278,4,3,1449360.9100000001,483120.3033333334,3
C0979,Individual,Madison,Roberts,,4,3,864661.4500000001,288220.48333333334,1
C0980,Individual,Daniel,Davis,,1,3,1156326.6400000001,385442.2133333334,3
C0981,Individual,Jessica,Stewart,,1,4,2048324.19,512081.0475,3
C0982,Individual,Joyce,Jackson,64.90896646132786,5,3,1443503.73,481167.91,3
C0983,Individual,Brittany,Freeman,,4,3,803219.7,267739.89999999997,1
C0984,Individual,Mark,Johnson,63.50444900752909,5,3,1206529.21,402176.4033333333,3
C0985,Individual,Ruth,Griffin,,1,3,886990.72,295663.5733333333,1
C0986,Individual,Jacqueline,Ward,,2,3,1445226.07,481742.0233333334,3
C0987,Individual,Maria,Johnson,,1,4,1086018.36,271504.59,1
C0988,Individual,Douglas,Cooper,,3,3,695033.8,231677.93333333335,1
C0989,Individual,Amber,Cook,,4,4,1129907.31,282476.8275,1
C0990,Individual,Carl,Carter,,4,4,1588383.3599999999,397095.83999999997,3
C0991,Individual,Heather,Adams,,1,3,1223116.15,407705.3833333333,3
C0992,Individual,Scott,Hughes,,1,4,1478482.61,369620.6525,3
C0993,Individual,Ryan,Campbell,72.23545516769336,2,3,530494.44,176831.47999999998,1
C0994,Individual,Michael,Moore,,3,4,1379902.8699999999,344975.71749999997,3
C0995,Individual,Amanda,Kim,,1,3,1004120.77,334706.92333333334,1
C0996,Individual,Terry,Howard,69.98220396988364,2,3,888968.0,296322.6666666667,1
C0997,Individual,Terry,Collins,76.23545516769336,3,3,1607877.07,535959.0233333333,3
C0998,Company,Grandis,Co,57.08145106091718,4,4,1230552.15,307638.0375,2
C0999,Individual,Jacqueline,Cox,,3,3,661984.35,220661.44999999998,1
C1000,Individual,Judith,Parker,,2,4,1629372.23,407343.0575,3
C1001,Individual,Aaron,Nelson,,3,4,1650296.94,412574.235,3
C1002,Individual,Scott,Hughes,58.992470910335385,5,3,1064050.72,354683.5733333333,3
C1003,Individual,Lauren,Bennett,48.81587953456537,2,3,1164909.23,388303.07666666666,3
C1004,Individual,Alexander,Anderson,,3,4,1553467.6600000001,388366.91500000004,3
C1005,Individual,Barbara,Chavez,37.99315537303217,3,3,778101.6000000001,259367.20000000004,1
C1006,Individual,Stephanie,Weaver,,1,3,738938.8,246312.93333333335,1
C1007,Individual,Joyce,Brooks,,4,3,813104.68,271034.89333333337,1
C1008,Company,Sterling,Co,38.67488021902806,2,4,1018262.69,254565.6725,2
C1009,Individual,Evelyn,Bell,76.31211498973306,4,3,741160.04,247053.34666666668,1
C1010,Individual,Dennis,Moore,62.23682409308692,4,4,1331479.73,332869.9325,3
C1011,Individual,Virginia,Brooks,,1,4,1281389.3900000001,320347.34750000003,1
C1012,Individual,Raymond,Morales,,4,3,1690270.5,563423.5,3
C1013,Individual,Stephanie,Patterson,,1,4,1627907.97,406976.9925,3
C1014,Individual,David,Weaver,57.40999315537303,3,3,1278106.36,426035.45333333337,3
C1015,Individual,Kyle,Davis,48.75838466803559,4,3,884426.51,294808.83666666667,1
C1016,Individual,Andrea,Wilson,50.16563997262149,4,4,1542774.6099999999,385693.65249999997,3
C1017,Individual,Megan,Baker,,1,4,1116371.43,279092.8575,1
C1018,Individual,Tiffany,Turner,,5,3,845680.5700000001,281893.5233333334,1
C1019,Individual,Carolyn,Stewart,,2,3,1167255.18,389085.06,3
C1020,Individual,Deborah,Morales,,3,4,1248826.8599999999,312206.71499999997,1
C1021,Individual,Jeffrey,Bryant,51.75085557837098,1,4,1554739.9,388684.975,3
C1022,Individual,Christina,King,,1,4,1389709.13,347427.2825,3
C1023,Individual,Heather,Bell,,1,3,1336237.87,445412.62333333335,3
C1024,Individual,Gregory,Long,56.837782340862425,2,3,1351032.92,450344.30666666664,3
C1025,Individual,Michelle,King,,1,3,738424.1799999999,246141.3933333333,1
C1026,Individual,Robert,Parker,34.8145106091718,1,3,1440775.1,480258.3666666667,3
C1027,Individual,Gerald,White,49.4839151266256,1,3,1554407.81,518135.9366666667,3
C1028,Individual,Nicholas,Cox,84.1615331964408,1,4,1143826.71,285956.6775,1
C1029,Individual,Ryan,Jackson,76.57768651608487,1,3,946560.97,315520.3233333333,1
C1030,Individual,Christine,Owens,,4,4,1353543.06,338385.765,1
C1031,Individual,Alexander,Reed,,1,3,1011333.2,337111.06666666665,1
C1032,Individual,Larry,Freeman,49.41820670773443,5,4,1494289.73,373572.4325,3
C1033,Individual,Eric,Jackson,,2,4,1496120.51,374030.1275,3
C1034,Individual,Andrea,Wilson,,5,4,1200049.6,300012.4,1
C1035,Individual,Jacob,Williams,65.3141683778234,2,4,1528550.1300000001,382137.53250000003,3
C1036,Individual,Martha,Collins,,2,3,1176436.08,392145.36000000004,3
C1037,Company,Corvus,Co,56.421629021218344,2,3,1115637.13,371879.0433333333,2
C1038,Individual,Gerald,Gray,,3,3,907128.2000000001,302376.0666666667,1
C1039,Individual,Nicholas,Carter,,1,4,1428452.94,357113.235,3
C1040,Individual,Joseph,Young,86.16563997262149,5,3,901095.79,300365.26333333337,1
C1041,Individual,Evelyn,Morris,35.493497604380565,5,3,1150040.79,383346.93,3
C1042,Individual,Rebecca,Parker,80.83778234086242,2,4,1325783.46,331445.865,3
C1043,Individual,Carol,Griffin,,5,3,1067911.8599999999,355970.61999999994,3
C1044,Individual,Eric,Howard,,5,4,1368036.3900000001,342009.09750000003,1
C1045,Individual,Rebecca,Allen,84.17796030116358,3,3,974840.03,324946.6766666667,1
C1046,Individual,Maria,Wood,,4,4,1301128.39,325282.0975,1
C1047,Individual,Ronald,Reyes,41.478439425051334,3,3,1333737.83,444579.2766666667,3
C1048,Individual,Angela,Turner,,1,3,1349339.41,449779.8033333333,3
C1049,Individual,Tiffany,Sanders,85.57973990417523,5,3,1214294.1600000001,404764.72000000003,3
C1050,Individual,Tyler,Watson,70.67214236824093,4,4,1274655.09,318663.7725,1
C1051,Individual,Cheryl,Hansen,,1,3,894972.26,298324.08666666667,1
C1052,Individual,Kimberly,Parker,,1,4,1008000.54,252000.135,1
